seller_id,geolocation_id
3442f8959a84dea7ee197c632cb2df15,65b5b3dbc0e84c491be460573c0bbc06f689e41b357d20723e3f9a9e19ac0d07
d1b65fc7debc3361ea86b5f14c68d2e2,253899d7c75f69d6531e97d90f26514533b0ec3d9169e5047a9048eced7bce47
ce3ad9de960102d0677a81f5d0bb7b2d,7fa611ad43eb1503e0217c077376e9d769b7d078bde62317f176ed26981777e0
c0f3eea2e14555b6faeea3dd58c1b1c3,457562fce4301eb7deae9b5201f0ad65a06702f29fcf59dd50bf2e29dc08da67
51a04a8a6bdcb23deccc82b0b80742cf,25388864b0dd5483c5946cfd591822d3340cafacd70118e6f4b988b92adc83b6
c240c4061717ac1806ae6ee72be3533b,8ca764ab9b7b065f1f5d01a4a57cb740ecc727470ac0de4b583ea98a0d578a75
e49c26c3edfa46d227d5121a6b6e4d37,90bfeb25d12b0cc04bb7b472f9db3edf8c96556616c7f6e9fc2fb2e588d058ff
1b938a7ec6ac5061a66a3766e0e75f90,0119c7bcfea9ef0f5fa26804d297498557cad2977ccefe899175b026a3d2f36b
768a86e36ad6aae3d03ee3c6433d61df,a7bb3298f9542afe399184f9dcae36743270389453aa0c789b6e2c2c1e2773e4
ccc4bbb5f32a6ab2b7066a4130f114e3,56b9ea2099ede2d6cae992e780d65c293d67ff2f70a2c290f46ae401a2d71795
8cb7c5ddf41f4d506eba76e9a4702a25,2e75bcafcc1b791d74306f49a78ea2e92e8b10bf55778c35fdc03ce4eb5b103d
a7a9b880c49781da66651ccf4ba9ac38,d7f9fb3063bf27509bd0cb91c5011b43cf260e9af4fe445117c80f72c35e523a
8bd0f31cf0a614c658f6763bd02dea69,8fe215626dd029020d7af376a78c3b3e44bee94482a20799651ab4359603fd89
05a48cc8859962767935ab9087417fbb,3143f48928f08e764303a94d600ba065d5c45cc0de647110175c22b4ff75cb68
7b8e8ec35bad4b0ef7e3963650b0a87b,dc17794524e5561c95fa3dfde4f587f6b2eaf90accf218ec5d3a33a175990dc5
1444c08e64d55fb3c25f0f09c07ffcf2,9fc674d76fe171ca5088b6196269dc976ce852dbe6116dc3e94e2df94bb29cb9
166e8f1381e09651983c38b1f6f91c11,ada79e329affce16560474266f8a9991560a65400be466930dba4ebbb9036860
e38db885400cd35c71dfd162f2c1dbcf,7a1de0620277be39f2267bd3ead589d3ea7c00c6d3e61f8224a48aa2840c42d5
d2e753bb80b7d4faa77483ed00edc8ca,8aeb278722060f14eebfcbbed1fc0cfcef42d7ef87556d79f98ef7bbadcdcdbc
f9ec7093df3a7b346b7bcf7864069ca3,2a13945d49ee74d57782c6e3b77ddf05ada914a2762f31dc87afd62680d522e9
4e6015589b781adaa5ce7f1892d06bb1,9ffb05d9ba6965178abfcaecbfd023d76e6fb63454f43e40936677a3900bc37f
4cf490a58259286ada5ba8525ba9e84a,1f35496d598e160450e7f049933a2394cab973eb622b86e065728b91c6710552
f7496d659ca9fdaf323c0aae84176632,b38554eda3fea507fb3fc3ffa38c4911572fb974de051d20815d607b3c7099e7
2ff97219cb8622eaf3cd89b7d9c09824,fd7c251dd052d9974ac0a888e0454c120545aa8eee0e0efbf55e3813f1594e6f
8bd0e3abda539b9479c4b44a691be1ec,e80653ce0f9aaee26b2c607ac9b1bdfd93d065e4233aa815ff7b0a82726dd55d
2a1348e9addc1af5aaa619b1a3679d6b,6c4a5cbf9cded46a67968b1091a65ef8dc777667ec9442b6bb2cafa077dbcacd
2078fe5066350e7d220c0ad3a3bbc6c1,10f0003f34e68354c962c38c69247f80841b748153d59d20a737db5397bf242f
116ccb1a1604bc88e4d234a8c23f33de,ab39dd37decc229855cc3cec0b04663007da245ed68486dce0d281879b929435
430315b7bb4b6e4b3c978f9dfa9b0558,0f1445f870636c38a3bf95e4d888707a4cb5578c609808d91a26a966c72be7d6
406822777a0b9eb5c50e442dd4cd3ec5,8031689df1472228853b84e110f31f98cd0654e43e8ea074026f39adba85a993
4dbd95a08b31ede5c82d3f861cb1ce1a,282f8486f06cefc30b78c7a663558378d5a0fd744c50c481e0dce9b410549666
e9e446d01bd10a97a8ffcfc4a3a20cb2,5a90706b5abbfbc45f6c8dea590cd8a64b79a5d7a4dd7a7723593e82f4694e2a
d52cbce9845184537284a23c3bc3da0e,cad4470f8a227c0e7115b5ab536475f62481f1266ba18db7c14c79dcabaa4303
d9a84e1403de8da0c3aa531d6d108ba6,66c157d4a072a8799f9410b7cb5640521a7b41d0e2023a037cc1c2de0ac2e0bd
9c690ceacd5c66731bf443ea810195cb,f837af917038424a564dfc663743aaba1e97b238750f9cd261d4adb4bbb6bb14
1f9ab4708f3056ede07124aad39a2554,9111662a57f51901557a9b4c2f84b0bb27707d0912b69c5cd93fc1b2a8574b1c
1961c3e1272bfeceb05d0b78b5bbfdaf,be643a96ad4059cda6b331da2d45b567db4fc124f7e80bc57a2c5a009ebf78fb
d3e7d37c0df9aef383f3f2a15b0dddfb,ad4df8c7bf4180bc9ec73277d17d57b35f00851a66d27dd9dcb51387bc075244
ec2e006556300a79a5a91e4876ab3a56,2cc30eefb8f13c7ebf58d45426a51282c72c4ab5d6bc739395cfb8bd7d93d91b
b2a6d334e2833acea353624840e25a0e,1c9d2c569608085ec37a118cdb114587b8fc659df9a64feb2a5f8770722fa778
d3674f271c91f824f82d24d92011f669,d130c7e820e593ebe63cf3b75aa453165cdb2c690c2d1f035a35ec8cede44ed9
768de2a4fc06aacecb9a586ccc30746a,750c5a116cb15d257180b535b077496f7d18ee0ab97f82126096f6678120f039
a81466620e46a6970b22ef40379fdfc9,2684d5c48a9ffdb74b1727f6e28dd649f04bedc0202df7c54cb5f5451830549e
5c030029b5916fed0986310385ec9009,b29c07aa9d58304053672dcfb33108c974d2e4fa084e90aec3769fc023d45af9
c0f783394e37cd9c9d7f5f81141450fa,4b3b81edfbf1b9ffd3c4176434727cdbc95f1da9f79196a75c42ad5f03a2cd93
c353f8fc0ce8344999f17d578eb69a5e,e3b8924db520d357569396ab280d41bf6ec843469d2ef966c7507e10cee8d4c1
8444e55c1f13cd5c179851e5ca5ebd00,2246c550f0fda96d6bf82cdbcad355af6719de77fc89c719d5cd1d33e575b1a2
28a26ebce31d5918b181ede016fd693b,66a9ab57697c638b2e49b05421e21612bea4e9a8c0a3a91f8baf98e5e0d4bcd1
41ab63a91b8b264e8c8780368bf1dd5b,a87fa9b8be31729a2f17cde92fc5888161633cb4c3351606873a2a7a40c66012
8759e7aedd644f487315e5860962f162,3e576c06e2dbabe93cd8b6677857bcec7ea9cda19d9e26a69d559e9abe78f809
e546117ed9cafbc40239c0c78635c584,fbe51a0448a4ad4cd3089fdea8ce3fe5c7a95de89ab40be104b6679d70689ada
d71d863e5ef30d94e440c11be17dcd8f,d2d8db7896dfb42c12f85392408b632e703a5f401bee9893a144d2f6e34902f0
0c7533c71df861ec58ad7ff999ed0e8d,803de54f970435bea4e5c2e7550a548c71790c78cd32465b8975fbb42a6e3e1b
ef990a83bbea832f36ebe81376335aa8,e098112325a4047900825d15734623fe6af86b49389ff174c8701ba040bb3da8
41e0fa5761c886a630994a55c12087e7,9eaa5f3f65afa885b57463883ec725533ec5de228b23d73e627e3bd18177d240
0747d5bb69f0586cc869d8af4c50f93e,7420117d4e49ab0fb0b03387c02c0e9a0680ced0bd34dde1fe4f1a7234ad0045
7d294cf9a6a69dc6a0c3e540fff0e039,f46405450f40bd6f4cbf504e94827a5f2251ff38b5343c1c748412edf30e1f37
c89cf7c468a48af70aada384e722f9e2,3405ab9ca71c6e9f39ed4dce71caae7a832788fc82200c47d82aaf0818ace44c
b7ba853e9551f4558440881fd3e5c815,e33211f2177c69d7cef8080f09061c31f55ab362688a263d9439dd503ca31f5b
13c2ed7698b3ca92dad49e849219da59,b32a351ade66c56dc869ebfb603415182979cd4ce8586bc4918499cc382979f1
cbbd5ae8f53de5f5097cd8217b529e24,e1b91b444c182fdcd13abdf28629e34b1ac6d7d3d3b85bda369dee8c20de9d74
02ecc2a19303f05e59ce133fd923fff7,6fa87bf36421c51400af49d331e49b3eebc7c62bf156bf0bb0bccdc6449bf9d0
c013e57c075a06e5b5c48ee03c525719,0504162936a5dfb298a1b24f1ae5462c93ba1ae1dd53efc72c386fedba39bf45
55f7a3319d80f7fdf078b8f03e6725fe,e98b8dc91bbc7c0e9f967831764db52dce861208e60ad05e9ff9bf88d135489f
2d50d6282f8aa2257819a77bfaa0efe0,c3b25cc0526ef636e86df774e539be97e603136064213b82a8388bc48fbdfcdc
b7e1750c1157341d2abd0251e07c186b,14dfc2f3a06e310143685feba6df86393fc7c226240cc2f6fa5b664f52f9006b
b90e891671cffd9557f33a97dc523645,5bf490b0c55accd312cf3ee9d8050a8c52d767fde74b2e72edef6976db7e3187
a416b6a846a11724393025641d4edd5e,d8448b5698798af4c66a6da07298d70fa5a5d5853ef6a50b6778e9fbf89628a3
7e93a43ef30c4f03f38b393420bc753a,8fae41c331db0acf55826026ce4b6e41718544bf45a11a148e22cc9857ecadfe
5206cc4bc2297c833e6061c49bf9c43f,cfa0a7ad713b69c3553d577acd10b6d0fe069485b5648c62641460e10d52daea
f410c8873029fcc3809b9df6d0b28914,ed4499b80d17878b108097e589f04429a5d0442cc502b1588fa9233bcf154076
ef506c96320abeedfb894c34db06f478,f24d41135bf81d9d7269787cf5d54bfa969c04277b3055a1be485c083d523347
a13aaf2d2886ab9fb30fb9a920160b8f,f0da226c7e47ddbc474fa7bb52a8c5df240d556fbba4dedda3b4d621d6ed465d
7299e27ed73d2ad986de7f7c77d919fa,582b0ec421b0af52f57e6c6911e6634b3289d1fcf4d3d465339e0d644f4a8029
8a9260f2b0340411d6d2a56bcf4f7378,0687069ccc0a712bd0c23d57d55c430c918a6ab3a209a61a0ac36a3e1c3bce7c
dedcab67899479e4ea5dcc4eba47f587,8263fc0ff457ebf96b0ba8b1f29fa7a434407dc94f1fd513dbe5d373b69ca2a3
b2479f944e1b90cf8a5de1bbfde284d6,c3b25cc0526ef636e86df774e539be97e603136064213b82a8388bc48fbdfcdc
7722b1df1b0e383e000397b2c11e3e19,0bd24f2c5bfb8381e8250e6a1281c1addf27bef68d2eb1f936d2998a77cb49c2
731ef20c231d9a7103a425e83fd91271,79050c5ff4cfed54641e90c662c8eed141f89f73ae8b2c39e8ca7d9493ddeeca
78813699ffac347fe27dba345a5f1551,2ee65096b1b8d7c90125d6c628d61f4c58665ebcb673ad9fd3bae44eb00b9240
3296662b1331dea51e744505065ae889,b0485e83a98a3800364fc510e28381e59c890e8b89a70aec69859be22eb9a854
411f3b52d857390502ee4e4d5ceabc2d,d63411fb27533f7b118ffb00e51eda97346bd60c3fc977bfd7ddb70155ce9d8e
bba3293d6f5d5af2f415e004e8b93ae3,7b97a0e925b7a117b2a7fd618b263d3132c7cd83a4bc845ae0fcc5154ab31f48
4e7c18b98d84e05cbae3ff0ff03846c2,58460a71a3d5077150cd2138e2b7734e083e34a71d896743c07691e7d491df0f
b56906f7fd1696e043f1bcce164c487b,78719e78ab2204f2e78ccff06f2ced24a9fd2b77cf93a3e80969147181238e70
d650b663c3b5f6fb392b6326366efa9a,6dc23f1ce9fc2c1a5529cbe6ee015027a25f38f4727f843fc8025e49ac44d7b2
669ae81880e08f269a64487cfb287169,e51c35180f0be38b0f645dd6af73c7def8a358a69c0539d51d841821330a7d92
c2d70ce2c5d0a2eb75e78668236e6dc8,c1e20b7cfb10898b1181e1f80cb4255eccd18d2886525ae6d75ce78c9eb96097
674207551483fec113276b67b0d871ff,cb3d88827729efce76e56164eee3beddc4adf5421bc5c5af0b14a7ec3297bf9e
abe42c5d03695b4257b5c6cbf4e6784e,124b8f52efed1cc6fc281b4354fe5338ec9038a0e52da27b107fe1dab1e98b19
1996942dc085d7773ba77a529b163cd0,4de0023b24b23d845f8db2812073237d286ed5e8417a897bacf76df8d9f2745a
79b93a308a97792cf53ac75f46da00b5,f5903ad9ff5bd4e0ce46704f62cbca75e2be59f7bfd33a6394081c561b51c4ac
7cf4ea70955b00d6b3c22542598e2715,89e9626a68e60b8f6bb2dd4b18308826d681f221d0d1cb112a5b0216a4cec427
63ffcb71394dd8ea3872ed9ffda17c74,336435f6047af47d966d14181da4e954554eaa83c06d0df73a7a365c130e3592
83353a83fd769dfafa4f21a72b15e3e5,1409782e2aa86de9c18c5837a7b4987cec541acfb1f7226f64bc7bcabf429df5
cda598c48d7c614bc1cad7d8ff6f0010,21347e8dba51b52b653867cb6d6c2d4020bbcbec61d698d16557ab386bd71990
d4910f1cdcfdabd48d6b316e395d4a23,41ec72598cf5dcbf8a2c34120c5d1f2cc652d24864cd3e84e81e5221061617d1
709e16e2b25c7474d980076c6bfc4806,fdf7e807ed7ec79b6908bb5238ae5c2b7d76aa40d413b3494008c4a9d8efc6fd
9dc79dd988ac42f4d56c340d7048420a,f24d41135bf81d9d7269787cf5d54bfa969c04277b3055a1be485c083d523347
276677b5d08786d5dce7c2149dcce48b,ba50b5992b172df7d05c4d6427d0d685783af05daea14c8bc0915d09fd0a9cfa
9c4d31c7e46ab03a43fc06e3142afd4e,87d87cb14bcbbbd04c121c38eda3c653e48e15378700e2d064d6ce1212feed1b
512d298ac2a96d1931b6bd30aa21f61d,3ad4c869887575d313512a06337590615e66ba6160efe85b8dbbdf388e5dba25
422be4cc81a457fdb46f47edeb968ae5,c3b25cc0526ef636e86df774e539be97e603136064213b82a8388bc48fbdfcdc
99cd94252748d2bdde08e17858233602,8ff1e457c2fa4e1f12433b25e64fac9bab5239d8a2b0afad091481f36d9056da
698624c6632eeba1774924dbea24c700,a2f02351307f25fa952b53ac66491f27b52048102d89169c7c63b0b55a8d0add
8bb48dc19fccaa8613b6229bf7f452a2,1738521427b131fab5ef5ff33f7430f14ae411351970f1cff5820ce3a43a73ab
ad87df7699e83b8a91822a4a0b765c3a,c01aebcd19aa48e4f215257f381cfbd6ac7378c1c65f7d5d01998ea9ff5a7cef
d6b664fa0667064c6d76394e7848d790,c9013738950dfe23f6d18809979b0b74f6e1b8856e2cfc88cbce478901271ea6
98f52e1020fe788c10c0418de4393fec,722e9b73eaaf9ba8c6501682f8f01c54db9d1b345836933d461d45746bf0d0ba
62760d278921b5f352461620d68a9cee,fd7c251dd052d9974ac0a888e0454c120545aa8eee0e0efbf55e3813f1594e6f
eb72802c83dc7547529c9546d1a9b8ef,b69878b9ff06665f7657aeab5a08d6237f43f7fa8dd9d705fb9c799e584f209c
3f9be91358837bff69df67edfa3e42e8,c536a477aba8293cbe7b5893cab9832c02e1a26a7ac789289e7f87c196418afe
1d4587203296c8f4ad134dc286fa6db0,3a9b89a128235b45a2adf15be4826dae6369b3376d3d1bb3f870a684e5b25700
791cfcfe22fe4a771ece27f90017da92,67306c92fe3af8a2d658315cecacd62f8ad13a11eee55ef927f7c8a4c6ffac3d
392f7f2c797e4dc077e4311bde2ab8ce,a076ac55be1c8c6688f4c4ace9be28521ed72680399f645ff3cdb40ff3dfa1ba
0c8380b62e38e8a1e6adbeba7eb9688c,4abbba0c0b8493ed6b36573e3c161f76057c0fc7b3c619556da67e7f5fc25c1a
37be5a7c751166fbc5f8ccba4119e043,ba4444b609ef3a0ebeaed82110502457f7d6749efa56bbc656ecb03422a65ee7
87d73636a3acf123e842bb890a4db036,18bf2fc0b69c740ad2fcb16ec860949ead24a0c1b5c47ae04fd06a7643efeb26
3d3ccf2b2f8134b10dce9dd446f0e075,c3b25cc0526ef636e86df774e539be97e603136064213b82a8388bc48fbdfcdc
e24d3429d294b2eb200b064ebb035879,34c36547bcd525ec7f5927532d14ec5bd96b94d8d39be718fa99fc9860c351f2
44073f8b7e41514de3b7815dd0237f4f,d633672469cab3fd1a3d22dcbc20d7a888029c72588b117151cf16e0ecefc993
05ca864204d09595ae591b93ea9cf93d,c78375ff4b56783200b3cb12c6d6398292487d4ec10b2e67cebf52378c3999f6
9d39404483343dd55c7ae254494d8388,2d7a07a3d7d944535d49102b2c2827599d0f6c08a1b627235c8400bd283e5853
f9eda05b67bef472deaddbba84aca289,cfda18d12940ada7c69d8ba0df09b5bf1cc106aee9a14913913d6beaaf9b3c6d
75745ef7bc7d4f3ea3380f6f5303f514,c7849b5ba192ec1f187afe025303474abb40a6c410bc6bf0d00f393a2de45669
0692610d8abe24f287e9fae90ea0bbee,c23f2d260a20a37529d3a5bdf08e91cee352515374cde37bd5da05308cb21002
7b07b3c7487f0ea825fc6df75abd658b,04633af66feef0756ddf51eea5f9ebc272df243d596a90b07dc38f76e48276e8
99002261c568a84cce14d43fcffb43ea,e7fe17d85bc18417422e2fa0d05b2ddd4988ea6f840f7f066c4215be4dfbc516
